name	length	score	pvalue
tig00000001_len=122864_reads=3210_covStat=-270.46_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	122864	0.91598503640796	0.0117632791656561
tig00000050_len=92845_reads=4046_covStat=-1340.51_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	92845	0.98178571009116	0.0033955857385399
tig00000057_len=123194_reads=2186_covStat=448.20_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	123194	0.772753401716514	0.0328644191122969
tig00000060_len=62163_reads=426_covStat=681.98_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	62163	0.371428437107411	0.130244967256852
tig00000084_len=6250_reads=727_covStat=-421.30_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	6250	0.661054112479914	0.0529953917050691
tig00000179_len=101034_reads=1024_covStat=896.79_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	101034	0.758064870142038	0.0355323793354354
tig00000181_len=6677_reads=82_covStat=30.46_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	6677	0.986820222141185	0.00278923114237206
tig00000244_len=30548_reads=768_covStat=-64.00_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=yes_pilon	30548	0.92465499175838	0.0104292990540868
tig00000275_len=17903_reads=131_covStat=166.40_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	17903	0.897015413781896	0.0137036138733932
tig00000317_len=21896_reads=561_covStat=-58.87_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	21896	0.732573572468904	0.0397768615086102
tig00000352_len=1851_reads=9_covStat=5.00_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	1851	0.981758879380047	0.0011161159166102
tig00000439_len=69790_reads=886_covStat=478.64_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	69790	0.848054693892904	0.0219500363812758
tig00000562_len=18603_reads=954_covStat=-384.04_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	18603	0.957340720587146	0.00654862963861266
tig00000587_len=3345_reads=6_covStat=17.36_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	3345	0.34183002764511	0.141644433664807
tig00000605_len=10966_reads=119_covStat=68.35_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	10966	0.62395720766895	0.0616056269706524
tig00000611_len=8443_reads=21_covStat=75.87_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	8443	0.598056695256581	0.0668202764976959
tig00000613_len=62066_reads=859_covStat=378.85_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	62066	0.932691539927612	0.00933786078098472
tig00000630_len=6445_reads=20_covStat=44.66_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	6445	0.542208667810151	0.0783410138248848
tig00000690_len=23289_reads=379_covStat=80.04_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	23289	0.684466480079763	0.0486296386126607
tig00000694_len=29043_reads=126_covStat=347.20_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	29043	0.977861217607374	0.0037593984962406
tig00000715_len=32099_reads=127_covStat=384.14_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	32099	0.314089426740708	0.155954402134368
tig00000751_len=28383_reads=105_covStat=348.91_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	28399	0.560036954443804	0.0747028862478778
tig00000813_len=20842_reads=62_covStat=270.75_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	20842	0.659264974244531	0.053601746301237
tig00000846_len=13351_reads=72_covStat=143.72_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	13351	0.582356968002006	0.0694882367208343
tig00000853_len=29336_reads=186_covStat=320.29_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	29336	0.291018094488875	0.166019888430754
tig00000859_len=21237_reads=80_covStat=258.74_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	21237	0.859828864399759	0.0198884307543051
tig00000867_len=25553_reads=79_covStat=332.11_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	25553	0.592896705332137	0.067911714770798
tig00000869_len=25919_reads=159_covStat=279.95_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	25919	0.801137317181704	0.0283773951006549
tig00000884_len=4155_reads=6_covStat=33.50_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	4155	0.991375620267272	0.00206160562697065
tig00000885_len=19127_reads=52_covStat=241.98_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	19127	0.679290990552112	0.0494785350472957
tig00000888_len=13949_reads=108_covStat=131.37_gappedBases=no_class=contig_suggestRepeat=no_suggestCircular=no_pilon	13949	0.421681640568455	0.112054329371817
